id,brand,brand_id,model,vehicle_type,variant,release_year,usable_battery_size,energy_consumption,ac_charger,dc_charger,charging_voltage,battery_size,range,consumption,_model_hash,url,status,error,updated_at,isFixingEmptyName,_manually_fixed_fields,nominal_battery_size,battery_type,type,_rescued_data
2839152f-e855-705a-2e79-976d57e572b1,Nissan,dab5a47a-e8ce-4d34-9139-0701499205b1,Ariya,car,87kWh,2022,87,{'average_consumption': 19.6},"{'usable_phases': 3, 'ports': ['type2'], 'max_power': 22}","{'ports': ['ccs'], 'max_power': 130, 'charging_curve': [{'percentage': 0, 'power': 123.5}, {'percentage': 75, 'power': 130}, {'percentage': 100, 'power': 22}], 'is_default_charging_curve': True}",400,,,,,,,,,,,,,,
e4d03d93-517b-4c0b-1e6a-52fd74accf3e,Nissan,dab5a47a-e8ce-4d34-9139-0701499205b1,Ariya,car,e-4ORCE 87kWh,2022,87,{'average_consumption': 20.7},"{'usable_phases': 3, 'ports': ['type2'], 'max_power': 22}","{'ports': ['ccs'], 'max_power': 130, 'charging_curve': [{'percentage': 0, 'power': 123.5}, {'percentage': 75, 'power': 130}, {'percentage': 100, 'power': 22}], 'is_default_charging_curve': True}",400,,,,,,,,,,,,,,
1241ed45-6289-0c6d-9093-4ab9da6ca608,Nissan,dab5a47a-e8ce-4d34-9139-0701499205b1,Ariya,car,e-4ORCE 87kWh Performance,2022,87,{'average_consumption': 22.6},"{'usable_phases': 3, 'ports': ['type2'], 'max_power': 22}","{'ports': ['ccs'], 'max_power': 130, 'charging_curve': [{'percentage': 0, 'power': 123.5}, {'percentage': 75, 'power': 130}, {'percentage': 100, 'power': 22}], 'is_default_charging_curve': True}",400,,,,,,,,,,,,,,
dc7d163b-29bc-45cf-8156-60eb3e3b1294,Nissan,dab5a47a-e8ce-4d34-9139-0701499205b1,Leaf,car,24 kWh,2011,24,{'average_consumption': 16.9},"{'usable_phases': 1, 'ports': ['type1'], 'max_power': 3.6}","{'ports': ['chademo'], 'max_power': 46, 'charging_curve': [{'percentage': 0, 'power': 40}, {'percentage': 22, 'power': 46}, {'percentage': 100, 'power': 10}], 'is_default_charging_curve': False}",400,,,,,,,,,,,,,,
3b649ae3-935b-425b-b5d6-75c549b96d40,Nissan,dab5a47a-e8ce-4d34-9139-0701499205b1,Leaf,car,"24 kWh 6,6 kW-AC",2011,24,{'average_consumption': 16.9},"{'usable_phases': 1, 'ports': ['type1'], 'max_power': 6.6}","{'ports': ['chademo'], 'max_power': 46, 'charging_curve': [{'percentage': 0, 'power': 40}, {'percentage': 22, 'power': 46}, {'percentage': 100, 'power': 10}], 'is_default_charging_curve': False}",400,,,,,,,,,,,,,,
83ec0576-bfb8-400a-9af9-483b2684673c,Nissan,dab5a47a-e8ce-4d34-9139-0701499205b1,Leaf,car,30 kWh,2015,30,{'average_consumption': 16.5},"{'usable_phases': 1, 'ports': ['type1'], 'max_power': 3.6}","{'ports': ['chademo'], 'max_power': 47, 'charging_curve': [{'percentage': 0, 'power': 41}, {'percentage': 80, 'power': 47}, {'percentage': 90, 'power': 30}, {'percentage': 100, 'power': 10}], 'is_default_charging_curve': False}",400,,,,,,,,,,,,,,
74f2c3a5-f78f-459a-823a-dfc0a21e5aeb,Nissan,dab5a47a-e8ce-4d34-9139-0701499205b1,Leaf,car,"30 kWh 6,6 kW-AC",2015,30,{'average_consumption': 16.5},"{'usable_phases': 1, 'ports': ['type1'], 'max_power': 6.6}","{'ports': ['chademo'], 'max_power': 47, 'charging_curve': [{'percentage': 0, 'power': 41}, {'percentage': 80, 'power': 47}, {'percentage': 90, 'power': 30}, {'percentage': 100, 'power': 10}], 'is_default_charging_curve': False}",400,,,,,,,,,,,,,,
77028f96-eb9b-4c65-b452-c92011b1fc1c,Nissan,dab5a47a-e8ce-4d34-9139-0701499205b1,Leaf,car,40 kWh,2018,38,{'average_consumption': 16.4},"{'usable_phases': 1, 'ports': ['type2'], 'max_power': 6.6}","{'ports': ['chademo'], 'max_power': 45, 'charging_curve': [{'percentage': 0, 'power': 41}, {'percentage': 62, 'power': 45}, {'percentage': 65, 'power': 36}, {'percentage': 100, 'power': 15}], 'is_default_charging_curve': False}",400,,,,,,,,,,,,,,
78b14a0f-5c62-4885-95ef-2e3f81197260,Nissan,dab5a47a-e8ce-4d34-9139-0701499205b1,Leaf,car,e+ 62 kWh,2019,62,{'average_consumption': 17.2},"{'usable_phases': 1, 'ports': ['type2'], 'max_power': 6.6}","{'ports': ['chademo'], 'max_power': 100, 'charging_curve': [{'percentage': 0, 'power': 95}, {'percentage': 75, 'power': 100}, {'percentage': 100, 'power': 6.6}], 'is_default_charging_curve': True}",400,,,,,,,,,,,,,,
86290f48-f554-4db5-bd35-4a8b7828689a,Nissan,dab5a47a-e8ce-4d34-9139-0701499205b1,e-NV 200,car,24 kWh,2014,24,{'average_consumption': 20},"{'usable_phases': 1, 'ports': ['type1'], 'max_power': 3.6}","{'ports': ['chademo'], 'max_power': 46, 'charging_curve': [{'percentage': 0, 'power': 40}, {'percentage': 10, 'power': 45}, {'percentage': 23, 'power': 46}, {'percentage': 80, 'power': 25}, {'percentage': 100, 'power': 10}], 'is_default_charging_curve': False}",400,,,,,,,,,,,,,,
2644bfd3-a593-4276-bb1f-c8965e33797e,Nissan,dab5a47a-e8ce-4d34-9139-0701499205b1,e-NV 200,car,"24 kWh 6,6 kW-AC",2014,24,{'average_consumption': 20},"{'usable_phases': 1, 'ports': ['type1'], 'max_power': 6.6}","{'ports': ['chademo'], 'max_power': 46, 'charging_curve': [{'percentage': 0, 'power': 40}, {'percentage': 10, 'power': 45}, {'percentage': 23, 'power': 46}, {'percentage': 80, 'power': 25}, {'percentage': 100, 'power': 10}], 'is_default_charging_curve': False}",400,,,,,,,,,,,,,,
daa3573d-60ea-4c7a-8048-79c575e3db4c,Nissan,dab5a47a-e8ce-4d34-9139-0701499205b1,e-NV 200,car,40 kWh,2014,38,{'average_consumption': 20},"{'usable_phases': 1, 'ports': ['type1'], 'max_power': 6.6}","{'ports': ['chademo'], 'max_power': 45, 'charging_curve': [{'percentage': 0, 'power': 40}, {'percentage': 62, 'power': 45}, {'percentage': 75, 'power': 36}, {'percentage': 100, 'power': 15}], 'is_default_charging_curve': False}",400,,,,,,,,,,,,,,
95e18b3b-c48a-4209-ac9d-134393aa313c,Nissan,dab5a47a-e8ce-4d34-9139-0701499205b1,Leaf e+,car,,2022,59,"{'average_consumption': 17.4, 'range': 340}","{'usable_phases': 3, 'ports': ['type2'], 'max_power': 11}","{'ports': ['chademo'], 'max_power': 46, 'is_default_charging_curve': True, 'charging_curve': [{'percentage': 0, 'power': 46}, {'percentage': 20, 'power': 46}, {'percentage': 40, 'power': 37}, {'percentage': 60, 'power': 28}, {'percentage': 80, 'power': 18}, {'percentage': 100, 'power': 11}]}",400,,340,,,,,,,,['charging_curve'],,,,
c83ca112-e008-4329-9739-72f8e3a61245,Nissan,dab5a47a-e8ce-4d34-9139-0701499205b1,e-NV200 Evalia,car,,2018,37,"{'average_consumption': 21.8, 'range': 170}","{'usable_phases': 3, 'ports': ['type2'], 'max_power': 11}","{'ports': ['chademo'], 'max_power': 46, 'is_default_charging_curve': True, 'charging_curve': [{'percentage': 0, 'power': 46}, {'percentage': 20, 'power': 46}, {'percentage': 40, 'power': 37}, {'percentage': 60, 'power': 28}, {'percentage': 80, 'power': 18}, {'percentage': 100, 'power': 11}]}",400,,170,,,,,,,,['charging_curve'],,,,
018ec1b8-025e-408d-923a-4a6972091ed4,Nissan,dab5a47a-e8ce-4d34-9139-0701499205b1,Ariya e-4ORCE 87kWh - 225 kW,car,,2022,87,{'average_consumption': 21.5},"{'ports': ['type2'], 'max_power': 11, 'usable_phases': 3}","{'ports': ['ccs'], 'max_power': 130, 'charging_curve': [{'percentage': 0, 'power': 130}, {'percentage': 50, 'power': 130}, {'percentage': 80, 'power': 78}, {'percentage': 100, 'power': 39}], 'is_default_charging_curve': False}",400,87,405,21.5,,,,,,,,,,,
38b06018-71f0-4ad9-9fc1-480b1b3cf345,Nissan,dab5a47a-e8ce-4d34-9139-0701499205b1,Townstar EV Passenger,car,,2023,45,{'average_consumption': 20},"{'ports': ['type2'], 'max_power': 11, 'usable_phases': 3}","{'ports': ['ccs'], 'max_power': 80, 'charging_curve': [{'percentage': 0, 'power': 80}, {'percentage': 50, 'power': 80}, {'percentage': 80, 'power': 40}, {'percentage': 100, 'power': 16}], 'is_default_charging_curve': False}",400,45,225,20,,,,,,,,,,,
7a95ba58-d482-4dee-b4d8-854dc76b65ae,Nissan,dab5a47a-e8ce-4d34-9139-0701499205b1,Ariya e-4ORCE 87kWh - 320 kW Nismo,car,,2024,87,{'average_consumption': 22.6},"{'ports': ['type2'], 'max_power': 11, 'usable_phases': 3}","{'ports': ['ccs'], 'max_power': 130, 'charging_curve': [{'percentage': 0, 'power': 130}, {'percentage': 50, 'power': 130}, {'percentage': 80, 'power': 78}, {'percentage': 100, 'power': 39}], 'is_default_charging_curve': False}",400,87,385,22.6,,,,,,,,,,,
30d073cd-6b7d-458e-9832-c24ee6cd146a,Nissan,dab5a47a-e8ce-4d34-9139-0701499205b1,Townstar EV Passenger L2,car,,2024,45,{'average_consumption': 20.5},"{'ports': ['type2'], 'max_power': 11, 'usable_phases': 3}","{'ports': ['ccs'], 'max_power': 80, 'charging_curve': [{'percentage': 0, 'power': 80}, {'percentage': 50, 'power': 80}, {'percentage': 80, 'power': 40}, {'percentage': 100, 'power': 16}], 'is_default_charging_curve': False}",400,45,220,20.5,,,,,,,,,,,
75d7a9d6-6076-4f1f-87af-8ee6a6354a9e,Nissan,dab5a47a-e8ce-4d34-9139-0701499205b1,Ariya e-4ORCE 87kWh - 290 kW,car,,2023,87,{'average_consumption': 21.5},"{'ports': ['type2'], 'max_power': 11, 'usable_phases': 3}","{'ports': ['ccs'], 'max_power': 130, 'charging_curve': [{'percentage': 0, 'power': 130}, {'percentage': 50, 'power': 130}, {'percentage': 80, 'power': 78}, {'percentage': 100, 'power': 39}], 'is_default_charging_curve': False}",400,87,405,21.5,,,,,,,,,,,
294fb510-34b8-49be-8cf8-419d1557585a,Nissan,dab5a47a-e8ce-4d34-9139-0701499205b1,Leaf 24,car,kWh,2013,22,{'average_consumption': 16.3},"{'usable_phases': 3, 'ports': ['type2'], 'max_power': 11}","{'ports': ['ccs'], 'max_power': 100, 'charging_curve': [{'percentage': 0, 'power': 100}, {'percentage': 50, 'power': 100}, {'percentage': 80, 'power': 60}, {'percentage': 100, 'power': 11}], 'is_default_charging_curve': True}",400,,,,,,,,,,,,,,
a3b8ef1d-66e5-4527-8af4-7196012fc86f,Nissan,dab5a47a-e8ce-4d34-9139-0701499205b1,Leaf 30,car,kWh,2015,28,{'average_consumption': 16.5},"{'usable_phases': 3, 'ports': ['type2'], 'max_power': 11}","{'ports': ['ccs'], 'max_power': 100, 'charging_curve': [{'percentage': 0, 'power': 100}, {'percentage': 50, 'power': 100}, {'percentage': 80, 'power': 60}, {'percentage': 100, 'power': 11}], 'is_default_charging_curve': True}",400,,,,,,,,,,,,,,
7b889dac-4cda-4435-a414-b7965de5c9d7,Nissan,dab5a47a-e8ce-4d34-9139-0701499205b1,e-NV200,car,Evalia,2014,22,{'average_consumption': 21},"{'usable_phases': 3, 'ports': ['type2'], 'max_power': 11}","{'ports': ['ccs'], 'max_power': 100, 'charging_curve': [{'percentage': 0, 'power': 100}, {'percentage': 50, 'power': 100}, {'percentage': 80, 'power': 60}, {'percentage': 100, 'power': 11}], 'is_default_charging_curve': True}",400,,,,,,,,,,,,,,
df0bb489-c292-4039-8407-5929d234a8ab,Nissan,dab5a47a-e8ce-4d34-9139-0701499205b1,Leaf,car,,2018,39,{'average_consumption': 16.6},"{'usable_phases': 3, 'ports': ['type2'], 'max_power': 39}","{'ports': ['ccs'], 'max_power': 39, 'charging_curve': [{'percentage': 0, 'power': 39}, {'percentage': 50, 'power': 39}, {'percentage': 80, 'power': 23.4}, {'percentage': 100, 'power': 39}], 'is_default_charging_curve': False}",400,,,,,,,,,,,,,,
18310c77-6bf8-4724-8d89-dd10bafb430d,Nissan,dab5a47a-e8ce-4d34-9139-0701499205b1,e-NV200,car,Evalia,2018,37,{'average_consumption': 21.8},"{'usable_phases': 3, 'ports': ['type2'], 'max_power': 37}","{'ports': ['ccs'], 'max_power': 37, 'charging_curve': [{'percentage': 0, 'power': 37}, {'percentage': 50, 'power': 37}, {'percentage': 80, 'power': 22.2}, {'percentage': 100, 'power': 37}], 'is_default_charging_curve': False}",400,,,,,,,,,,,,,,
d3631ffd-f675-4ddd-8a1f-2bcf653f2ee5,Nissan,dab5a47a-e8ce-4d34-9139-0701499205b1,e+,car,,2019,59,{'average_consumption': 17.1},"{'usable_phases': 3, 'ports': ['type2'], 'max_power': 11}","{'ports': ['ccs'], 'max_power': 59, 'charging_curve': [{'percentage': 0, 'power': 59}, {'percentage': 50, 'power': 59}, {'percentage': 80, 'power': 35.4}, {'percentage': 100, 'power': 11}], 'is_default_charging_curve': False}",400,,,,,,,,,,,,,,
b2b28b58-9624-49a0-8f1d-7af7d2119240,Nissan,dab5a47a-e8ce-4d34-9139-0701499205b1,63kwh,car,,2022,63,{'average_consumption': 18.8},"{'usable_phases': 3, 'ports': ['type2'], 'max_power': 11}","{'ports': ['ccs'], 'max_power': 63, 'charging_curve': [{'percentage': 0, 'power': 63}, {'percentage': 20, 'power': 63}, {'percentage': 40, 'power': 50}, {'percentage': 60, 'power': 38}, {'percentage': 80, 'power': 25}, {'percentage': 100, 'power': 11}], 'is_default_charging_curve': True}",400,,,,,,,,,,['charging_curve'],,,,
be610dfc-609c-4e40-9231-132dc0945f21,Nissan,dab5a47a-e8ce-4d34-9139-0701499205b1,87kwh,car,,2022,87,{'average_consumption': 19.3},"{'usable_phases': 3, 'ports': ['type2'], 'max_power': 11}","{'ports': ['ccs'], 'max_power': 87, 'charging_curve': [{'percentage': 0, 'power': 87}, {'percentage': 20, 'power': 87}, {'percentage': 40, 'power': 70}, {'percentage': 60, 'power': 52}, {'percentage': 80, 'power': 35}, {'percentage': 100, 'power': 11}], 'is_default_charging_curve': True}",400,,,,,,,,,,['charging_curve'],,,,
5c03d7f6-6deb-4289-87ab-9d3a49751955,Nissan,dab5a47a-e8ce-4d34-9139-0701499205b1,e-4orce,car,87kwh-225kw,2022,87,{'average_consumption': 21.5},"{'usable_phases': 3, 'ports': ['type2'], 'max_power': 11}","{'ports': ['ccs'], 'max_power': 87, 'charging_curve': [{'percentage': 0, 'power': 87}, {'percentage': 20, 'power': 87}, {'percentage': 40, 'power': 70}, {'percentage': 60, 'power': 52}, {'percentage': 80, 'power': 35}, {'percentage': 100, 'power': 11}], 'is_default_charging_curve': True}",400,,,,,,,,,,['charging_curve'],,,,
ab85bf5a-1ffe-413d-858a-e329142cb0b4,Nissan,dab5a47a-e8ce-4d34-9139-0701499205b1,e-4orce,car,87kwh-290kw,2023,87,{'average_consumption': 21.5},"{'usable_phases': 3, 'ports': ['type2'], 'max_power': 11}","{'ports': ['ccs'], 'max_power': 87, 'charging_curve': [{'percentage': 0, 'power': 87}, {'percentage': 20, 'power': 87}, {'percentage': 40, 'power': 70}, {'percentage': 60, 'power': 52}, {'percentage': 80, 'power': 35}, {'percentage': 100, 'power': 11}], 'is_default_charging_curve': True}",400,,,,,,,,,,['charging_curve'],,,,
5c16af25-386e-4232-a78e-dde7471a5d10,Nissan,dab5a47a-e8ce-4d34-9139-0701499205b1,e+,car,,2022,59,{'average_consumption': 17.4},"{'usable_phases': 3, 'ports': ['type2'], 'max_power': 6.6}","{'ports': ['ccs'], 'max_power': 59, 'charging_curve': [{'percentage': 0, 'power': 59}, {'percentage': 50, 'power': 59}, {'percentage': 80, 'power': 35.4}, {'percentage': 100, 'power': 6.6}], 'is_default_charging_curve': False}",400,,,,2swht4,,,,,,,,,,
a7772da3-50d2-4c51-987a-f71670abd7d1,Nissan,dab5a47a-e8ce-4d34-9139-0701499205b1,ev passenger,car,,2023,45,{'average_consumption': 20},"{'usable_phases': 3, 'ports': ['type2'], 'max_power': 11}","{'ports': ['ccs'], 'max_power': 45, 'charging_curve': [{'percentage': 0, 'power': 45}, {'percentage': 50, 'power': 45}, {'percentage': 80, 'power': 27}, {'percentage': 100, 'power': 11}], 'is_default_charging_curve': False}",400,,,,ob4zun,,,,,,,,,,
b5f82608-005f-435e-903b-14af6dad0532,ORA,9e8d7c6b-5a44-4382-a09f-8e7d6c543321,Funky Cat GT,car,,2023,59,{'average_consumption': 18},"{'ports': ['type2'], 'max_power': 11, 'usable_phases': 3}","{'ports': ['ccs'], 'max_power': 69, 'charging_curve': [{'percentage': 0, 'power': 69}, {'percentage': 50, 'power': 69}, {'percentage': 80, 'power': 41.4}, {'percentage': 100, 'power': 20.7}], 'is_default_charging_curve': False}",400,59.3,330,18,,,,,,,,,,,
2df555af-c559-4057-9359-575ce2224a81,ORA,9e8d7c6b-5a44-4382-a09f-8e7d6c543321,Funky Cat 48 kWh,car,,2022,48,{'average_consumption': 17.5},"{'ports': ['type2'], 'max_power': 11, 'usable_phases': 3}","{'ports': ['ccs'], 'max_power': 64, 'charging_curve': [{'percentage': 0, 'power': 64}, {'percentage': 50, 'power': 64}, {'percentage': 80, 'power': 38.4}, {'percentage': 100, 'power': 19.2}], 'is_default_charging_curve': False}",400,45.4,260,17.5,,,,,,,,,,,
ea6ca8a9-0d4d-4577-b1ef-d6d9acaf0734,ORA,9e8d7c6b-5a44-4382-a09f-8e7d6c543321,Funky Cat 63 kWh,car,,2023,63,{'average_consumption': 17.4},"{'ports': ['type2'], 'max_power': 11, 'usable_phases': 3}","{'ports': ['ccs'], 'max_power': 69, 'charging_curve': [{'percentage': 0, 'power': 69}, {'percentage': 50, 'power': 69}, {'percentage': 80, 'power': 41.4}, {'percentage': 100, 'power': 20.7}], 'is_default_charging_curve': False}",400,59.3,340,17.4,,,,,,,,,,,
fe35ac2a-4671-4a67-a7d1-e71a479178dc,ORA,9e8d7c6b-5a44-4382-a09f-8e7d6c543321,cat,car,48kwh,2022,45,{'average_consumption': 17.5},"{'usable_phases': 3, 'ports': ['type2'], 'max_power': 11}","{'ports': ['ccs'], 'max_power': 45.4, 'charging_curve': [{'percentage': 0, 'power': 45.4}, {'percentage': 50, 'power': 45.4}, {'percentage': 80, 'power': 27.24}, {'percentage': 100, 'power': 11}], 'is_default_charging_curve': False}",400,,,,5if3od,,,,,,,,,,
ef473799-fd54-4f88-87ec-97fa07405598,ORA,9e8d7c6b-5a44-4382-a09f-8e7d6c543321,cat,car,63kwh,2023,59,{'average_consumption': 17.4},"{'usable_phases': 3, 'ports': ['type2'], 'max_power': 11}","{'ports': ['ccs'], 'max_power': 59.3, 'charging_curve': [{'percentage': 0, 'power': 59.3}, {'percentage': 50, 'power': 59.3}, {'percentage': 80, 'power': 35.58}, {'percentage': 100, 'power': 11}], 'is_default_charging_curve': False}",400,,,,qmgwjp,,,,,,,,,,
234a8455-c9ed-4cc3-9c82-9a4ed64d88c1,ORA,9e8d7c6b-5a44-4382-a09f-8e7d6c543321,cat,car,gt,2023,59,{'average_consumption': 18},"{'usable_phases': 3, 'ports': ['type2'], 'max_power': 11}","{'ports': ['ccs'], 'max_power': 59.3, 'charging_curve': [{'percentage': 0, 'power': 59.3}, {'percentage': 50, 'power': 59.3}, {'percentage': 80, 'power': 35.58}, {'percentage': 100, 'power': 11}], 'is_default_charging_curve': False}",400,,,,#NAME?,,,,,,,,,,
d51fe748-caa6-4a04-97f1-0441d1573582,Omoda,8d7c6b5a-4438-4271-9f8e-7d6c5433210a,E5,car,,2024,61,"{'average_consumption': 17.7, 'range': 345}","{'usable_phases': 3, 'ports': ['type2'], 'max_power': 11}","{'ports': ['ccs'], 'max_power': 80, 'is_default_charging_curve': False, 'charging_curve': [{'percentage': 0, 'power': 80}, {'percentage': 50, 'power': 80}, {'percentage': 80, 'power': 48}, {'percentage': 100, 'power': 24}]}",400,,345,,,,,,,,,,,,
53d07b75-5d85-4eb4-8eb1-7bdd2411e86f,Opel / Vauxhall,3500fb3e-bd2c-478e-ae5e-ac9ee490594b,Corsa-e,car,,2021,46,{'average_consumption': 15.7},"{'usable_phases': 3, 'ports': ['type2'], 'max_power': 7.4}","{'ports': ['ccs'], 'max_power': 46.3, 'charging_curve': [{'percentage': 0, 'power': 46.3}, {'percentage': 20, 'power': 46.3}, {'percentage': 40, 'power': 37}, {'percentage': 60, 'power': 28}, {'percentage': 80, 'power': 19}, {'percentage': 100, 'power': 11}], 'is_default_charging_curve': True}",400,,,,,https://ev-database.org/car/1585/Opel-Corsa-e,pending,empty model name,1.74E+12,1,"['energy_consumption', 'charging_curve']",,,,
ded613d2-f6d8-424a-a428-0f22336be2fd,Opel / Vauxhall,3500fb3e-bd2c-478e-ae5e-ac9ee490594b,Mokka-e,car,,2021,46,{'average_consumption': 18.2},"{'usable_phases': 3, 'ports': ['type2'], 'max_power': 7.4}","{'ports': ['ccs'], 'max_power': 46.3, 'charging_curve': [{'percentage': 0, 'power': 46.3}, {'percentage': 20, 'power': 46.3}, {'percentage': 40, 'power': 37}, {'percentage': 60, 'power': 28}, {'percentage': 80, 'power': 19}, {'percentage': 100, 'power': 11}], 'is_default_charging_curve': True}",400,,,,,https://ev-database.org/car/1278/Opel-Mokka-e,pending,empty model name,1.74E+12,1,"['energy_consumption', 'charging_curve']",,,bev,
ab0fda31-8a5c-4a1d-b9c3-460d1e3b26e5,Opel / Vauxhall,3500fb3e-bd2c-478e-ae5e-ac9ee490594b,Ampera-e,car,,2017,58,{'average_consumption': 17.3},"{'usable_phases': 3, 'ports': ['type2'], 'max_power': 11}","{'ports': ['ccs'], 'max_power': 58, 'charging_curve': [{'percentage': 0, 'power': 58}, {'percentage': 50, 'power': 58}, {'percentage': 80, 'power': 34.8}, {'percentage': 100, 'power': 11}], 'is_default_charging_curve': False}",400,,,,#NAME?,,,,,,,,,,
270dd2f9-27e5-462a-8e07-6a5d3d226894,Opel / Vauxhall,3500fb3e-bd2c-478e-ae5e-ac9ee490594b,life s,car,50kwh,2020,46,{'average_consumption': 25},"{'usable_phases': 3, 'ports': ['type2'], 'max_power': 11}","{'ports': ['ccs'], 'max_power': 46.3, 'charging_curve': [{'percentage': 0, 'power': 46.3}, {'percentage': 50, 'power': 46.3}, {'percentage': 80, 'power': 27.78}, {'percentage': 100, 'power': 11}], 'is_default_charging_curve': False}",400,,,,j1n5yj,,,,,,,,,,
ea9119ac-1d0a-4b71-84af-67614f1c1731,Opel / Vauxhall,3500fb3e-bd2c-478e-ae5e-ac9ee490594b,life m,car,50kwh,2020,46,{'average_consumption': 25},"{'usable_phases': 3, 'ports': ['type2'], 'max_power': 11}","{'ports': ['ccs'], 'max_power': 46.3, 'charging_curve': [{'percentage': 0, 'power': 46.3}, {'percentage': 50, 'power': 46.3}, {'percentage': 80, 'power': 27.78}, {'percentage': 100, 'power': 11}], 'is_default_charging_curve': False}",400,,,,qtij8l,,,,,,,,,,
5f7c2576-d0fc-4203-9f68-25a1cc9a05ae,Opel / Vauxhall,3500fb3e-bd2c-478e-ae5e-ac9ee490594b,life l,car,50kwh,2020,46,{'average_consumption': 25.7},"{'usable_phases': 3, 'ports': ['type2'], 'max_power': 11}","{'ports': ['ccs'], 'max_power': 46.3, 'charging_curve': [{'percentage': 0, 'power': 46.3}, {'percentage': 50, 'power': 46.3}, {'percentage': 80, 'power': 27.78}, {'percentage': 100, 'power': 11}], 'is_default_charging_curve': False}",400,,,,4fsesk,,,,,,,,,,
a3032f9c-62ca-45d6-9b4a-9683f519de4f,Opel / Vauxhall,3500fb3e-bd2c-478e-ae5e-ac9ee490594b,life m,car,75kwh,2021,68,{'average_consumption': 25.7},"{'usable_phases': 3, 'ports': ['type2'], 'max_power': 11}","{'ports': ['ccs'], 'max_power': 68, 'charging_curve': [{'percentage': 0, 'power': 68}, {'percentage': 30, 'power': 68}, {'percentage': 60, 'power': 47.6}, {'percentage': 80, 'power': 27.2}, {'percentage': 100, 'power': 11}], 'is_default_charging_curve': False}",400,,,,x5egt8,,,,,,,,,,
299db8e6-5be3-4eaf-8c5d-de60d626de36,Opel / Vauxhall,3500fb3e-bd2c-478e-ae5e-ac9ee490594b,life l,car,75kwh,2021,68,{'average_consumption': 26.2},"{'usable_phases': 3, 'ports': ['type2'], 'max_power': 11}","{'ports': ['ccs'], 'max_power': 68, 'charging_curve': [{'percentage': 0, 'power': 68}, {'percentage': 30, 'power': 68}, {'percentage': 60, 'power': 47.6}, {'percentage': 80, 'power': 27.2}, {'percentage': 100, 'power': 11}], 'is_default_charging_curve': False}",400,,,,87uee3,,,,,,,,,,
33f1ab02-6612-42ec-a1fa-c65971599cd6,Opel / Vauxhall,3500fb3e-bd2c-478e-ae5e-ac9ee490594b,life,car,50kwh,2021,46,{'average_consumption': 22.6},"{'usable_phases': 3, 'ports': ['type2'], 'max_power': 11}","{'ports': ['ccs'], 'max_power': 46.3, 'charging_curve': [{'percentage': 0, 'power': 46.3}, {'percentage': 50, 'power': 46.3}, {'percentage': 80, 'power': 27.78}, {'percentage': 100, 'power': 11}], 'is_default_charging_curve': False}",400,,,,d8o46v,,,,,,,,,,
641d572b-49cb-4876-b5fb-7140ed6d8f15,Opel / Vauxhall,3500fb3e-bd2c-478e-ae5e-ac9ee490594b,life xl,car,50kwh,2021,46,{'average_consumption': 23.2},"{'usable_phases': 3, 'ports': ['type2'], 'max_power': 11}","{'ports': ['ccs'], 'max_power': 46.3, 'charging_curve': [{'percentage': 0, 'power': 46.3}, {'percentage': 50, 'power': 46.3}, {'percentage': 80, 'power': 27.78}, {'percentage': 100, 'power': 11}], 'is_default_charging_curve': False}",400,,,,-78d139,,,,,,,,,,
91b69192-c83a-4bb6-ad28-c7224b52a51f,Opel / Vauxhall,3500fb3e-bd2c-478e-ae5e-ac9ee490594b,50kwh,car,,2021,46,{'average_consumption': 17.8},"{'usable_phases': 3, 'ports': ['type2'], 'max_power': 11}","{'ports': ['ccs'], 'max_power': 46.3, 'charging_curve': [{'percentage': 0, 'power': 46.3}, {'percentage': 50, 'power': 46.3}, {'percentage': 80, 'power': 27.78}, {'percentage': 100, 'power': 11}], 'is_default_charging_curve': False}",400,,,,0,,,,,,,,,,
4be1e627-e3c0-47ae-ae89-44c1ac3df08c,Opel / Vauxhall,3500fb3e-bd2c-478e-ae5e-ac9ee490594b,combi s,car,50kwh,2020,46,{'average_consumption': 25},"{'usable_phases': 3, 'ports': ['type2'], 'max_power': 11}","{'ports': ['ccs'], 'max_power': 46.3, 'charging_curve': [{'percentage': 0, 'power': 46.3}, {'percentage': 50, 'power': 46.3}, {'percentage': 80, 'power': 27.78}, {'percentage': 100, 'power': 11}], 'is_default_charging_curve': False}",400,,,,oovbhb,,,,,,,,,,
55dc8c1b-e0d2-4535-bb96-3a0ec0045b3c,Opel / Vauxhall,3500fb3e-bd2c-478e-ae5e-ac9ee490594b,combi m,car,50kwh,2020,46,{'average_consumption': 25},"{'usable_phases': 3, 'ports': ['type2'], 'max_power': 11}","{'ports': ['ccs'], 'max_power': 46.3, 'charging_curve': [{'percentage': 0, 'power': 46.3}, {'percentage': 50, 'power': 46.3}, {'percentage': 80, 'power': 27.78}, {'percentage': 100, 'power': 11}], 'is_default_charging_curve': False}",400,,,,wgqord,,,,,,,,,,
